date_time,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,cloud_coverage,weather_condition,forecasted_weather
05-05-2024 22:00,12.1,79.5,13.3,133,999.1,7.1,16.1,clear,cloudy
05-05-2024 23:00,30.2,76,8.6,336,1042.7,6,79.6,rainy,cloudy
06-05-2024 00:00,31.5,52.5,4.4,15,1040.7,19.1,61.2,foggy,foggy
06-05-2024 01:00,30.4,63.9,2.3,102,1038.6,1.3,26.8,rainy,sunny
06-05-2024 02:00,22.8,80.1,13.2,242,1040.7,18.2,22.4,rainy,clear
06-05-2024 03:00,21,31.1,2.3,89,1000.8,6.5,92.5,rainy,sunny
06-05-2024 04:00,34.9,78.1,1.2,3,1009.8,4.9,63.7,foggy,rainy
06-05-2024 05:00,15.7,86.8,7.6,61,1001.8,17.7,80.7,cloudy,foggy
06-05-2024 06:00,23.7,31.9,11.2,211,986,5.7,22.6,snowy,sunny
06-05-2024 07:00,26.8,32.7,7.4,247,1044.7,19.7,58.9,snowy,sunny
06-05-2024 08:00,27.5,50.7,1.7,191,1023.1,11,5.3,sunny,rainy
06-05-2024 09:00,15.1,35.3,10.7,55,989.3,9.5,59.5,foggy,foggy
06-05-2024 10:00,26.3,58.8,10,288,994.4,19.5,20.4,clear,sunny
06-05-2024 11:00,30.5,73.7,10.5,30,1011.6,4.5,66.9,snowy,snowy
06-05-2024 12:00,11.3,64,4,0,983.6,18.2,93.2,snowy,clear
06-05-2024 13:00,32.8,41.8,12.1,197,999,11.8,45.9,rainy,snowy
06-05-2024 14:00,10.7,69.3,7.7,44,1029.2,15.1,30.5,foggy,sunny
06-05-2024 15:00,18.9,71.1,8.5,46,1044.4,11.6,12.3,sunny,sunny
06-05-2024 16:00,10.4,85.9,8.6,221,1045,12.4,67.1,sunny,snowy
06-05-2024 17:00,11.9,38.8,5,285,1016.4,3.1,58.4,cloudy,sunny
06-05-2024 18:00,32.8,71.5,4.5,80,1001.9,3,54.5,foggy,sunny
06-05-2024 19:00,18.9,84.7,1.1,279,1044.5,7.9,93.6,foggy,clear
06-05-2024 20:00,20.6,60.1,6.6,286,1035.1,6.9,97.8,snowy,foggy
06-05-2024 21:00,15.4,51.7,7.8,283,1021.1,14.2,71.7,rainy,clear
06-05-2024 22:00,24.9,40.2,11.4,188,1038.4,14.5,19.6,foggy,clear
06-05-2024 23:00,24.9,82,1.9,38,1012.1,11.3,94.7,cloudy,cloudy
07-05-2024 00:00,19.3,53.7,13.9,82,987.9,8,34.5,rainy,cloudy
07-05-2024 01:00,18.3,85.5,4.7,326,1045.7,13.5,7.9,rainy,sunny
07-05-2024 02:00,32.1,80.9,6.1,175,1017.4,13.7,24.1,cloudy,rainy
07-05-2024 03:00,19.6,52.6,1.7,8,1028.7,16.2,83,cloudy,clear
07-05-2024 04:00,22.3,64.4,10.1,277,1007.5,16.2,20.4,sunny,snowy
07-05-2024 05:00,17.1,31.6,10.9,257,989.5,1.4,39.5,cloudy,snowy
07-05-2024 06:00,29.7,45.8,14,346,999,7.5,27.4,foggy,cloudy
07-05-2024 07:00,19.9,72.6,5.7,271,983.1,8.4,4.8,sunny,sunny
07-05-2024 08:00,22.8,70.7,4.6,260,986.1,16.9,56.2,rainy,clear
07-05-2024 09:00,16.3,51.2,11.2,179,994.3,10,62.9,sunny,foggy
07-05-2024 10:00,34.7,78.5,10.9,153,1019.3,9.8,79.1,rainy,sunny
07-05-2024 11:00,17.3,44.2,14.1,14,1049.5,11.1,41.5,clear,cloudy
07-05-2024 12:00,29.3,57.7,3.9,66,1039.1,2.5,14.1,clear,cloudy
07-05-2024 13:00,20.7,58.4,10.9,328,986,11.3,65.2,clear,sunny
07-05-2024 14:00,15.2,50.4,1.9,186,1039,11,89,sunny,snowy
07-05-2024 15:00,30,87.3,7.7,347,1017.5,15.1,12,foggy,sunny
07-05-2024 16:00,18.3,71.8,2.7,62,1026.2,12.7,18.3,sunny,sunny
07-05-2024 17:00,31.6,62.4,10.1,355,989.1,19.1,32.9,foggy,foggy
07-05-2024 18:00,32.9,60.6,9.4,280,1007.7,1.6,65,cloudy,foggy
07-05-2024 19:00,31.5,39.6,1.7,40,1041.9,15.4,52.4,foggy,snowy
07-05-2024 20:00,10.9,52.3,5.5,27,1009.8,15,71.2,rainy,snowy
07-05-2024 21:00,29.7,70.4,6.5,276,988.9,5.4,3.1,rainy,snowy
07-05-2024 22:00,20.3,85.5,4.5,220,1001.8,14,81,sunny,foggy
07-05-2024 23:00,31.8,79,1.5,216,995.5,13.2,98.7,snowy,foggy
08-05-2024 00:00,25.9,48,5.5,221,1028.1,6,4.7,snowy,cloudy
08-05-2024 01:00,30.8,56,12.1,60,1043.8,14.5,49.5,foggy,rainy
08-05-2024 02:00,22.5,35,6,102,1031.3,18.6,74,sunny,cloudy
08-05-2024 03:00,23.4,36.1,5.5,184,1039.1,6.1,47.6,sunny,clear
08-05-2024 04:00,13.6,58.2,14.2,146,1036.4,19.6,59.3,snowy,sunny
08-05-2024 05:00,29.6,61.8,1.6,74,981,4.5,92.1,foggy,sunny
08-05-2024 06:00,20.5,45.8,11.7,0,988.7,2.7,54,cloudy,rainy
08-05-2024 07:00,22.5,68.6,7.8,332,1009.6,1.5,23.7,cloudy,foggy
08-05-2024 08:00,29.6,72.2,14.2,161,987.8,4.3,73.9,snowy,sunny
08-05-2024 09:00,25,47.9,6.5,16,1031.4,6.9,37.5,foggy,cloudy
08-05-2024 10:00,15,75.5,10.9,242,984.9,14.7,28.5,snowy,foggy
08-05-2024 11:00,24.8,42.3,2,18,1009.1,1.4,24.8,rainy,rainy
08-05-2024 12:00,20.2,62.7,14,329,1007.5,10.1,7.9,foggy,sunny
08-05-2024 13:00,21.7,78.3,5.8,58,1018,10.4,93.3,clear,foggy
08-05-2024 14:00,10.7,62.2,8.3,200,1024.1,4.6,56.3,rainy,sunny
08-05-2024 15:00,15.3,84.5,2.9,114,1046.3,0.9,95.5,foggy,cloudy
08-05-2024 16:00,17,33.5,14.2,202,999,4.5,86.2,snowy,rainy
08-05-2024 17:00,27.8,65.3,10.4,293,1026.6,4.6,3,sunny,sunny
08-05-2024 18:00,10.3,63.7,1.8,30,982.5,13.8,24.7,snowy,cloudy
08-05-2024 19:00,20.2,69.6,3.2,193,980.1,4.7,31.5,snowy,sunny
08-05-2024 20:00,33.1,80,6.6,105,981.8,6.8,49,foggy,cloudy
08-05-2024 21:00,12.8,73.6,4,305,1011.4,0.9,71.6,snowy,foggy
08-05-2024 22:00,22.9,77.4,5.3,125,1018.9,12.5,68.1,foggy,rainy
08-05-2024 23:00,29.7,47.3,15,102,980.4,9.5,98.7,foggy,foggy
09-05-2024 00:00,33.6,53.2,10.2,162,1007.7,6.9,92.3,snowy,sunny
09-05-2024 01:00,28.7,67.6,13.9,314,982.9,14.1,18.6,cloudy,rainy
09-05-2024 02:00,28,63.2,7.1,120,1025.7,13.6,86,cloudy,clear
09-05-2024 03:00,30.7,87.7,10.9,239,1024.2,6.6,84.3,rainy,clear
09-05-2024 04:00,21.2,41.2,7.4,94,1034.9,14.2,57.5,foggy,rainy
09-05-2024 05:00,30.1,51.1,5.6,207,1018.2,7,33.8,snowy,foggy
09-05-2024 06:00,10.2,64.4,8.3,148,1023.6,4.4,20.9,sunny,snowy
09-05-2024 07:00,33.1,82.1,7,349,999.6,14.4,21.2,snowy,rainy
09-05-2024 08:00,21.1,85.8,14.7,307,986,14.6,33.8,snowy,cloudy
09-05-2024 09:00,23.8,50.2,7.9,192,1031.6,17.3,50.4,cloudy,clear
09-05-2024 10:00,16.4,34,12.4,141,1022.8,10,58.4,clear,rainy
09-05-2024 11:00,28.6,55.3,10.3,271,1045.7,4.6,32.5,sunny,rainy
09-05-2024 12:00,11.9,53.7,7.7,310,1049.2,16.7,35.7,foggy,rainy
09-05-2024 13:00,31.8,89.2,7.6,200,1039.3,3.5,1.4,rainy,cloudy
09-05-2024 14:00,30.7,55.9,5.8,161,1049,18.8,0.2,rainy,foggy
09-05-2024 15:00,15.4,48.3,2.5,108,1025.3,6.1,90.7,rainy,snowy
09-05-2024 16:00,30.2,51.9,11.7,349,986.4,0.4,1.4,foggy,cloudy
09-05-2024 17:00,29.7,53.8,13.9,262,986.3,3.7,3.3,foggy,snowy
09-05-2024 18:00,25.8,79.3,4.1,209,1036.5,8.3,20.6,rainy,clear
09-05-2024 19:00,19.3,34.9,14,148,996.6,1.1,74.3,rainy,snowy
09-05-2024 20:00,16.8,49,4.3,255,984.3,8.2,67.9,snowy,snowy
09-05-2024 21:00,15.8,88,8.4,198,1013.1,4.1,64.7,sunny,clear
09-05-2024 22:00,18,39.2,5.8,336,1002,0.4,57.5,clear,cloudy
09-05-2024 23:00,32.6,74.6,2.6,185,1021.2,6,20.2,cloudy,cloudy
10-05-2024 00:00,11.9,51.4,1.7,343,1022,4.5,39.8,foggy,clear
10-05-2024 01:00,30.7,64.9,6.1,164,1027.7,8.4,47.8,clear,cloudy
10-05-2024 02:00,18.7,36,1.7,107,1020.4,15.2,58.2,rainy,foggy
10-05-2024 03:00,23,48.4,2.5,82,1006.7,10.2,19.8,sunny,sunny
10-05-2024 04:00,29.9,60.1,3,300,981.7,15.4,72.9,rainy,snowy
10-05-2024 05:00,32.1,43.9,1,79,1043.4,6.7,30.9,rainy,cloudy
10-05-2024 06:00,18.6,62.5,3.1,252,1002.9,0.3,66,rainy,snowy
10-05-2024 07:00,21.5,43.2,9.1,24,1015.5,18.4,51.4,snowy,sunny
10-05-2024 08:00,20.4,69,12.5,282,1019,6.3,59.2,foggy,sunny
10-05-2024 09:00,10.3,84.3,3.7,50,1002,10.5,41.3,rainy,cloudy
10-05-2024 10:00,17.4,35.1,2.1,107,1001.6,9.4,44.5,rainy,snowy
10-05-2024 11:00,21.5,43,11.2,237,998.3,11.7,86.8,foggy,clear
10-05-2024 12:00,20.3,80.7,1.1,315,997,17.7,47.6,cloudy,clear
10-05-2024 13:00,28,67.9,11.3,327,982.1,17.3,79.4,snowy,clear
10-05-2024 14:00,19.6,34.7,2.8,185,1047.1,19.6,39.5,snowy,foggy
10-05-2024 15:00,22.2,59.2,4.2,79,1021.7,10.6,70.1,clear,foggy
10-05-2024 16:00,20.7,42.6,2.7,327,987.6,18.4,23.3,snowy,clear
10-05-2024 17:00,28.5,41.9,4.5,95,1021.4,9.6,91.7,clear,snowy
10-05-2024 18:00,31.6,86.4,12.2,149,996.3,0.9,96.7,cloudy,clear
10-05-2024 19:00,23.3,75.7,2.9,351,1001.7,2.9,90.1,foggy,clear
10-05-2024 20:00,29.7,71.8,14.9,5,1036.1,6.7,34.6,rainy,rainy
10-05-2024 21:00,17.4,44.3,5.6,21,1042,14.5,27.6,sunny,foggy
10-05-2024 22:00,23.5,37.1,13.9,219,1029,1.6,18.2,clear,foggy
10-05-2024 23:00,18.6,82.2,3.7,358,1045.3,7.2,87.3,sunny,clear
11-05-2024 00:00,20.4,30.4,3.6,11,1043.4,19.6,11.9,sunny,clear
11-05-2024 01:00,28.3,53.3,8.9,282,1018.6,15.7,64.2,snowy,rainy
11-05-2024 02:00,32,46.7,1.7,191,1043.5,11.4,33.1,sunny,rainy
11-05-2024 03:00,13,64.2,12.2,224,1018.1,1.2,18.8,rainy,foggy
11-05-2024 04:00,25.9,45,7.2,335,987.3,0.3,18.4,cloudy,foggy
11-05-2024 05:00,24.6,48.7,10.8,166,1038.1,2.1,87.1,foggy,foggy
11-05-2024 06:00,13,81,3.4,315,989.2,6.5,86,clear,foggy
11-05-2024 07:00,15.3,66.2,10,115,1002.1,12.1,27.2,snowy,snowy
11-05-2024 08:00,17.8,38.7,9.3,325,1006.6,3.9,3.4,sunny,clear
11-05-2024 09:00,14.2,73.6,11.6,147,1036.5,1,86.9,sunny,snowy
11-05-2024 10:00,16.1,42.4,5.2,35,985.8,1.8,5.7,rainy,cloudy
11-05-2024 11:00,16.7,56,14.1,244,1011.1,8.5,8.5,rainy,foggy
11-05-2024 12:00,18.4,68.8,14.5,307,1010.6,15.5,82.2,rainy,foggy
11-05-2024 13:00,28.7,46.3,13.2,129,1020.8,16.4,81.7,foggy,clear
11-05-2024 14:00,24.3,53,9,239,1004.8,5.8,20.2,clear,foggy
11-05-2024 15:00,34.7,74,6.9,343,1020.4,13.3,3.8,foggy,foggy
11-05-2024 16:00,20.4,86.3,1.8,303,1049,7.9,6.3,sunny,snowy
11-05-2024 17:00,28.8,61.8,14.3,104,985,19.5,45.3,snowy,cloudy
11-05-2024 18:00,31.8,30.6,14.3,166,1041.2,8.1,41.8,clear,snowy
11-05-2024 19:00,27,50.3,1.3,41,1001.6,7.9,18.2,cloudy,rainy
11-05-2024 20:00,20.3,53.9,6,253,1012.6,10,90.9,cloudy,foggy
11-05-2024 21:00,28.8,50.4,13.3,349,1031.9,0.5,55.2,sunny,snowy
11-05-2024 22:00,15.1,56.2,2.1,300,1043.7,8.4,80.7,foggy,clear
11-05-2024 23:00,18.2,68,3.8,204,980.6,16.6,10.4,foggy,sunny
12-05-2024 00:00,23.7,37.3,14.7,194,1026.4,12.2,97.3,sunny,cloudy
12-05-2024 01:00,24.4,46.4,12.9,170,984.9,19.4,81,foggy,sunny
12-05-2024 02:00,10.6,60.5,13.8,249,1016.8,6.5,28.8,cloudy,cloudy
12-05-2024 03:00,33.6,48.9,3,103,1032.5,3.2,2.1,cloudy,clear
12-05-2024 04:00,27.4,89.5,4,38,991.9,15,16.5,clear,clear
12-05-2024 05:00,22.4,55.9,9.5,235,1033.5,0.9,41.9,sunny,foggy
12-05-2024 06:00,33.3,82.2,8,133,1001.7,3.2,0.3,clear,cloudy
12-05-2024 07:00,21,83.8,5.2,251,1022.7,10.1,4.1,foggy,clear
12-05-2024 08:00,34.5,80.2,13.4,169,1026.1,15.1,9.9,sunny,rainy
12-05-2024 09:00,22.8,32.8,13.6,282,1025.4,12,81,rainy,cloudy
12-05-2024 10:00,12.9,86.9,5.1,206,981.3,19.9,54.7,clear,clear
12-05-2024 11:00,29.1,37.7,3.2,142,990.7,13.1,19.1,cloudy,snowy
12-05-2024 12:00,27,32.1,3.1,18,1039.9,14.5,26.4,snowy,clear
12-05-2024 13:00,29.3,54.9,7.8,189,1045.8,19.9,64.2,rainy,sunny
12-05-2024 14:00,33.8,41.7,2.9,63,1019.5,11.8,31.9,sunny,cloudy
12-05-2024 15:00,29.4,41.1,7.6,229,1021.8,14.3,68.2,cloudy,sunny
12-05-2024 16:00,25.3,47.3,7.5,306,1032.9,6,77.8,rainy,sunny
12-05-2024 17:00,31.4,44.9,13.4,174,1008.4,10.7,30.7,snowy,foggy
12-05-2024 18:00,26.8,71.1,5.1,312,1003,18.2,36.7,sunny,rainy
12-05-2024 19:00,20.2,41.2,8.8,19,1033.8,17.1,5,foggy,clear
12-05-2024 20:00,32.1,62.6,11.4,275,982,6.1,82,rainy,cloudy
12-05-2024 21:00,15.5,89.2,9.3,337,1042,7.1,60.6,snowy,clear
12-05-2024 22:00,27.9,55.9,14.4,225,1010.9,16.9,88.8,snowy,sunny
12-05-2024 23:00,32,68.5,9.4,230,1015.3,5.7,18.9,rainy,clear
13-05-2024 00:00,28.3,88.2,13.6,100,1024.4,17.8,96.1,sunny,cloudy
13-05-2024 01:00,27.4,38.3,4.4,226,999.2,15.5,70.7,rainy,snowy
13-05-2024 02:00,28.8,55.1,8.9,293,1021.8,3,19.7,rainy,cloudy
13-05-2024 03:00,21.6,81,8.6,37,1028.5,14.4,46.3,rainy,cloudy
13-05-2024 04:00,31.9,85.9,14.9,64,988.3,16.7,69.9,foggy,foggy
13-05-2024 05:00,15.1,66.1,3.9,75,1016.4,2.9,1.7,cloudy,clear
13-05-2024 06:00,13.2,38.6,3,191,1003.1,9.1,78,clear,clear
13-05-2024 07:00,17.1,84.1,9.6,122,1019,17.3,94.8,foggy,cloudy
13-05-2024 08:00,23.3,40.5,4.1,124,981.5,4,8.1,rainy,sunny
13-05-2024 09:00,22.8,51.2,9.9,26,1032,9,89.8,snowy,snowy
13-05-2024 10:00,30.5,52.5,14.6,102,991.8,12.3,46.4,sunny,foggy
13-05-2024 11:00,20.1,56.8,14.3,275,1028.3,1.9,51.6,foggy,snowy
13-05-2024 12:00,22.1,77.4,4.2,59,1033.8,4.2,84,clear,snowy
13-05-2024 13:00,10.3,78.1,3.4,167,1032.7,9.3,59,sunny,foggy
13-05-2024 14:00,20.2,73.2,8.9,82,1037.2,7.5,35.1,clear,sunny
13-05-2024 15:00,26.2,31.3,9.2,5,1001.5,6.5,73.3,foggy,sunny
13-05-2024 16:00,10.4,63.9,10.3,163,1047.7,0.5,13.8,snowy,foggy
13-05-2024 17:00,17,74.8,11.4,201,981.7,18.6,66.6,snowy,snowy
13-05-2024 18:00,15.2,56.7,9.4,176,1013.7,17.4,77.5,sunny,sunny
13-05-2024 19:00,11,86.7,2.6,339,998.9,7.9,33.5,snowy,snowy
13-05-2024 20:00,22,79.4,12.1,155,1031.8,3.6,97,cloudy,snowy
13-05-2024 21:00,14.5,68.3,2.1,277,1036.4,1.4,64.1,snowy,sunny
13-05-2024 22:00,28.6,33.7,1.3,339,1037.6,2.5,9.6,clear,clear
13-05-2024 23:00,31.2,69.1,11.8,302,1000.8,12,96.6,sunny,clear
14-05-2024 00:00,23.6,84.7,8.7,101,999.2,14.7,74.4,rainy,clear
14-05-2024 01:00,34.5,52.8,10.8,79,1027.4,3.1,69.6,rainy,clear
14-05-2024 02:00,21.3,80.3,6.4,193,1045,2.3,25.3,clear,sunny
14-05-2024 03:00,22.8,48.8,1.2,280,997.8,13.8,47.3,snowy,sunny
14-05-2024 04:00,34.7,64.2,5.6,90,1043.7,10.3,90.1,rainy,foggy
14-05-2024 05:00,15.8,68.9,9.5,66,1021.4,7.4,30.8,sunny,cloudy
14-05-2024 06:00,33.6,70.7,4.2,214,1031.7,14.5,42.3,clear,sunny
14-05-2024 07:00,11.1,83,10.6,144,1010.8,9.1,25.7,snowy,clear
14-05-2024 08:00,21.2,44.1,12.1,39,1036.5,9.3,21.6,cloudy,snowy
14-05-2024 09:00,11.8,45.7,7.4,211,1047.9,0.3,4.4,rainy,cloudy
14-05-2024 10:00,28.2,72.2,13.3,285,991.9,6.3,73.7,sunny,clear
14-05-2024 11:00,25.2,40.6,13,58,1007,0.1,9.1,snowy,rainy
14-05-2024 12:00,27.7,57.9,13.3,27,1040.4,18.5,53.1,sunny,rainy
14-05-2024 13:00,19.4,31.2,10.3,46,992.4,5.9,5,snowy,foggy
14-05-2024 14:00,19.2,38.5,5.3,236,1008.9,3.6,98.4,sunny,rainy
14-05-2024 15:00,11.1,70.7,7.7,116,991.6,1.8,70.9,rainy,foggy
14-05-2024 16:00,18.7,74.8,10.9,150,1025.4,0.9,63,snowy,sunny
14-05-2024 17:00,33.2,36.9,3.9,82,996.7,17.7,18.6,sunny,sunny
14-05-2024 18:00,19.5,43.7,11.3,56,1006.7,3.4,52.8,foggy,foggy
14-05-2024 19:00,30.8,35.9,8.7,216,1014.4,12.3,50.4,foggy,sunny
14-05-2024 20:00,31.1,56,2.3,219,1000.8,13,35.9,cloudy,foggy
14-05-2024 21:00,19.3,37.6,8.8,284,1027.6,6.4,15.6,clear,cloudy
14-05-2024 22:00,25.8,56.2,1.9,241,987.8,16.7,36.7,foggy,cloudy
14-05-2024 23:00,12.4,73.9,1.2,319,1041.6,4.3,60.9,foggy,rainy
15-05-2024 00:00,12.6,71,13.5,98,1013.7,1.4,48.7,cloudy,cloudy
15-05-2024 01:00,11.2,46.8,7.9,241,1020.1,1.4,57,foggy,clear
15-05-2024 02:00,24.5,70.4,8.6,202,1023.5,6,57.2,foggy,foggy
15-05-2024 03:00,20.7,85.7,4.9,36,984.2,9.3,24.5,sunny,clear
15-05-2024 04:00,23.7,50.9,8.6,245,1033,12.6,11.1,rainy,cloudy
15-05-2024 05:00,23,49.7,3.4,127,1046.2,14.6,52.2,cloudy,sunny
15-05-2024 06:00,18.8,64.3,11.4,134,1016.4,3.6,89.2,snowy,snowy
15-05-2024 07:00,26.9,44.7,12.5,345,1007.4,13.7,99.5,snowy,cloudy
15-05-2024 08:00,29,69.1,13,342,1034.9,3.7,78.6,clear,foggy
15-05-2024 09:00,10.4,79.9,2.5,63,1030.4,19.9,22.1,clear,snowy
15-05-2024 10:00,15.2,57.6,8.8,273,1025.6,19.2,63,foggy,snowy
15-05-2024 11:00,27.8,70.8,12.3,28,1047.6,2,23.9,foggy,foggy
15-05-2024 12:00,19.7,69.1,2.8,225,1020.7,13.1,57.6,snowy,sunny
15-05-2024 13:00,26.6,32.3,2.4,59,997.4,18.1,48.1,cloudy,rainy
15-05-2024 14:00,18.7,41,12.4,53,981.7,1.6,38.2,rainy,sunny
15-05-2024 15:00,19.8,83.6,12.2,327,1011.7,2.5,64.2,sunny,sunny
15-05-2024 16:00,14,86.3,7.3,148,1025.7,6.9,85.8,clear,sunny
15-05-2024 17:00,16.5,76.8,2.5,57,992,1.9,33.7,foggy,cloudy
15-05-2024 18:00,25.1,85.3,8.2,35,981.8,17.7,48.6,clear,sunny
15-05-2024 19:00,20.8,48.4,6.5,144,1043.6,17.5,45.6,snowy,sunny
15-05-2024 20:00,29.4,44.9,8.3,249,1001.1,19,24.9,cloudy,cloudy
15-05-2024 21:00,31.3,53.1,7.2,79,1012.6,4.1,42.1,snowy,sunny
15-05-2024 22:00,23.5,33.3,9,14,986.4,0.9,2.2,rainy,snowy
15-05-2024 23:00,29,78.6,11.2,39,1006.7,8.9,51.7,cloudy,snowy
16-05-2024 00:00,17.7,89.1,11.8,80,1009.7,17.6,72.1,rainy,foggy
16-05-2024 01:00,20.4,79.4,10.1,306,1043.2,12.8,36.8,rainy,foggy
16-05-2024 02:00,27.8,63.3,3.8,192,1040.6,20,74.7,cloudy,rainy
16-05-2024 03:00,19.7,47.7,6.6,165,993.2,18.1,75.1,rainy,sunny
16-05-2024 04:00,24.7,41.9,2,352,1018.9,7.9,98.4,clear,snowy
16-05-2024 05:00,14.6,51.8,7.3,203,1031.2,0.8,54.6,foggy,cloudy
16-05-2024 06:00,25,70,14.6,210,1000.4,0.1,40.4,cloudy,sunny
16-05-2024 07:00,31.5,56.8,10,257,1007.6,12.9,64,snowy,foggy
16-05-2024 08:00,31.7,86,3.2,114,1048.9,18.3,62.7,snowy,sunny
16-05-2024 09:00,28.1,81.3,4.8,333,1033.2,8.9,98.7,foggy,clear
16-05-2024 10:00,28.6,36.1,1.9,348,1010.6,17.5,70.8,snowy,cloudy
16-05-2024 11:00,23.9,37.9,3.6,232,1017.4,11.3,30.7,foggy,sunny
16-05-2024 12:00,24.6,70.6,7.8,76,1023.8,2,18.8,clear,snowy
16-05-2024 13:00,13.3,43.8,5.8,315,1014.9,16,79.3,snowy,foggy
16-05-2024 14:00,21.1,77.5,3.9,95,1008.8,9.9,18,snowy,sunny
16-05-2024 15:00,21.3,65.5,3.1,97,1005.2,1,62.7,clear,foggy
16-05-2024 16:00,34,43.8,10.2,55,991.8,16.3,13.2,snowy,clear
16-05-2024 17:00,20.8,58.7,8.8,117,1048.2,15.2,71.9,snowy,rainy
16-05-2024 18:00,23.7,54.4,12.8,118,986.4,9.1,78.3,clear,cloudy
16-05-2024 19:00,23.3,82.4,3.6,37,1022.1,0.4,99.1,sunny,foggy
16-05-2024 20:00,25.9,31.9,12.9,184,1047.2,6.9,95.4,clear,rainy
16-05-2024 21:00,28.7,83.8,9.1,357,1006.2,8.7,71.4,sunny,sunny
16-05-2024 22:00,15.6,69.1,4.7,241,997.7,3.3,27.8,clear,clear
16-05-2024 23:00,23.2,74.3,4.8,50,1046.9,3.2,4.4,sunny,sunny
17-05-2024 00:00,30.6,30.2,6.5,126,1036.1,3.3,55.5,snowy,clear
17-05-2024 01:00,21.6,67.7,7.4,102,1025.9,7.4,76.6,foggy,cloudy
17-05-2024 02:00,17,65.3,2.2,228,1022.8,16.4,1.1,sunny,cloudy
17-05-2024 03:00,26.4,62.2,12.8,210,1005.2,15.2,52.5,foggy,foggy
17-05-2024 04:00,30.6,77.2,2.7,84,1024.9,0.2,88.3,cloudy,foggy
17-05-2024 05:00,11.6,63.4,7.8,358,1030.8,0.2,63.7,cloudy,cloudy
17-05-2024 06:00,29.4,81.4,6.4,273,982.2,1.6,68.4,snowy,cloudy
17-05-2024 07:00,30.5,44,8.2,26,988.2,9.3,47.4,snowy,sunny
17-05-2024 08:00,21.5,78.4,13.4,347,1002.1,17.8,94.3,foggy,foggy
17-05-2024 09:00,34.6,40.8,14.8,71,1002.6,3.6,37.5,rainy,sunny
17-05-2024 10:00,29.7,78.8,1.3,94,1043,9.5,37.9,cloudy,foggy
17-05-2024 11:00,29.3,86.4,6.5,75,1027.9,0.8,51.8,foggy,foggy
17-05-2024 12:00,28.7,50.1,12.4,5,1006.1,0.4,58.6,snowy,clear
17-05-2024 13:00,13.8,61.8,5.6,89,1036.6,0.1,53.7,cloudy,snowy
17-05-2024 14:00,15.4,69.5,10.1,79,1002.6,14.7,81.9,cloudy,cloudy
17-05-2024 15:00,21.6,34.8,14.9,221,1049.4,0.5,83.5,sunny,clear
17-05-2024 16:00,16.6,59.6,10.1,82,1034.7,5.5,13.2,cloudy,foggy
17-05-2024 17:00,20.4,51.6,2.6,81,1036.6,12.9,59.6,snowy,snowy
17-05-2024 18:00,32.2,82.3,12.8,151,998.3,12.4,98.4,foggy,snowy
17-05-2024 19:00,30.6,82.6,14.5,44,990.2,1.1,60,rainy,clear
17-05-2024 20:00,25.8,72,11,211,1007.3,5.1,68.8,snowy,rainy
17-05-2024 21:00,31.5,69.3,6.9,70,1003.4,12.8,86.1,cloudy,rainy
17-05-2024 22:00,29.6,74,14.3,262,1033.9,7.8,86.7,sunny,foggy
17-05-2024 23:00,20.7,52,14.6,57,992.2,9.3,1.7,sunny,sunny
18-05-2024 00:00,15,54.3,14.1,56,1016.9,4.1,23.9,clear,sunny
18-05-2024 01:00,22.9,63.2,6.8,110,1024,0.8,86.3,foggy,rainy
18-05-2024 02:00,28.4,86.3,12.1,141,1007,6.9,66.7,snowy,sunny
18-05-2024 03:00,20.9,73.4,10.2,55,994,13.7,63.2,cloudy,foggy
18-05-2024 04:00,26.7,63.1,3.5,11,1042.7,15.3,86,rainy,rainy
18-05-2024 05:00,12.4,76.2,8.5,348,989.7,11.9,80.7,sunny,clear
18-05-2024 06:00,28.7,52.3,11.5,14,1001.3,7.9,75.1,cloudy,snowy
18-05-2024 07:00,30.3,73.8,13.5,7,1033,11.7,4.7,cloudy,cloudy
18-05-2024 08:00,27.7,54.6,13.1,230,1022.4,14.1,78.2,snowy,snowy
18-05-2024 09:00,34.2,46.8,3.2,185,1031.1,15.1,20.1,sunny,rainy
18-05-2024 10:00,30.7,66.6,7.8,52,1036.6,1.9,2.6,rainy,snowy
18-05-2024 11:00,32.6,71.2,7.7,136,1042.7,16.1,49.2,sunny,rainy
18-05-2024 12:00,33.3,57.6,13.6,173,1001.3,1.3,94.2,clear,foggy
18-05-2024 13:00,30,63.9,1,347,1013.2,17.4,88.6,sunny,cloudy
18-05-2024 14:00,26.9,71.6,11.3,218,1028.2,7.8,98.2,sunny,foggy
18-05-2024 15:00,10.1,76.1,9.7,262,1035.6,10.9,24.7,snowy,cloudy
18-05-2024 16:00,21.6,83.7,13.9,254,1020.4,5.8,69.5,sunny,foggy
18-05-2024 17:00,24.3,51.3,7.4,299,1016,8.5,5.6,foggy,sunny
18-05-2024 18:00,17.6,87.1,10.2,269,1028.4,16.9,80.3,rainy,foggy
18-05-2024 19:00,18,68.2,14.6,74,1006.7,5.9,52.4,clear,snowy
18-05-2024 20:00,34,77.3,11.4,223,1042.6,11.3,99.6,clear,cloudy
18-05-2024 21:00,32.3,72,1.9,91,994.9,12.9,24,rainy,snowy
